emp_no,first_name,last_name,title,to_date
436313,Babette,Linnainmaa,Technique Leader,1/1/99
436316,Zeljko,Staudhammer,Technique Leader,1/1/99
436317,Nectarios,Schaap,Engineer,1/1/99
436319,Ramzi,Emmerich,Senior Engineer,1/1/99
436334,Kinh,Delgrossi,Engineer,1/1/99
436339,Berthier,Koblitz,Senior Engineer,1/1/99
436342,Sreenivas,Lorho,Senior Staff,1/1/99
436345,Serenella,Hopewell,Senior Staff,1/1/99
436346,Jenwei,Zykh,Senior Engineer,1/1/99
436348,Adib,Oberman,Senior Engineer,1/1/99
436362,Adamantios,Setia,Senior Engineer,1/1/99
436376,Rimli,Muhling,Engineer,1/1/99
436377,Rimon,Undy,Senior Engineer,1/1/99
436387,Jaewoo,Stellhorn,Technique Leader,1/1/99
436388,Radhakrishnan,Middleton,Technique Leader,1/1/99
436394,Guther,Chappelet,Senior Engineer,1/1/99
436395,Percy,Meszaros,Senior Engineer,1/1/99
436415,Fusako,Setlzner,Engineer,1/1/99
436418,Adit,Yetim,Senior Engineer,1/1/99
436422,Roded,Denna,Staff,1/1/99
436424,Mingsen,Maginnis,Senior Engineer,1/1/99
436427,Marko,Ratnaker,Senior Engineer,1/1/99
436433,Ibibia,Morrow,Senior Engineer,1/1/99
436442,Mang,Takanami,Assistant Engineer,1/1/99
436449,Tetsurou,Wilfing,Senior Engineer,1/1/99
436453,DAIDA,Bondorf,Senior Engineer,1/1/99
436457,Wilmer,Deville,Staff,1/1/99
436463,Genevieve,Schaap,Engineer,1/1/99
436467,Rafael,Edelhoff,Senior Staff,1/1/99
436480,Conal,Meszaros,Engineer,1/1/99
436484,Florina,Dehkordi,Staff,1/1/99
436488,Eirik,Milicia,Senior Engineer,1/1/99
436490,Hsiangchu,Willoner,Senior Engineer,1/1/99
436495,Fuqing,Thorensen,Technique Leader,1/1/99
436496,Chenye,Soloway,Staff,1/1/99
436498,Nathalie,Falco,Senior Staff,1/1/99
436515,Djenana,Krone,Engineer,1/1/99
436525,Abdulah,Langford,Senior Engineer,1/1/99
436536,Sudharsan,Nannarelli,Technique Leader,1/1/99
436540,Bedrich,Ishibashi,Senior Engineer,1/1/99
436541,Along,Bach,Staff,1/1/99
436545,Oscal,Chepyzhov,Technique Leader,1/1/99
436561,Demin,Beidas,Engineer,1/1/99
436581,Yonghoan,Leijenhorst,Senior Engineer,1/1/99
436592,Juyoung,Ciolek,Senior Staff,1/1/99
436599,Parke,Zhang,Staff,1/1/99
436602,Woody,Demeyer,Senior Engineer,1/1/99
436612,Koldo,Kumaresan,Senior Engineer,1/1/99
436614,Byong,Clouatre,Senior Engineer,1/1/99
436615,Jolita,Lortz,Engineer,1/1/99
436616,Aram,Rande,Senior Engineer,1/1/99
436623,Urs,Dengi,Staff,1/1/99
436625,Shim,Pluym,Senior Staff,1/1/99
436626,Werner,Horswill,Senior Engineer,1/1/99
436636,Shigehito,Famili,Senior Engineer,1/1/99
436639,Lidong,Krogh,Technique Leader,1/1/99
436644,Boguslaw,Luks,Engineer,1/1/99
436645,Gil,Pouyioutas,Senior Engineer,1/1/99
436646,Dante,Rotem,Engineer,1/1/99
436652,Marek,Anger,Senior Engineer,1/1/99
436653,Anoosh,Siepmann,Senior Engineer,1/1/99
436656,Rimon,Joslin,Engineer,1/1/99
436662,Mingzeng,Versino,Technique Leader,1/1/99
436675,Hein,Mayerwieser,Staff,1/1/99
436684,Alejandra,Molenkamp,Senior Engineer,1/1/99
436686,Yishay,Tiemann,Senior Engineer,1/1/99
436694,Katsuo,Rothe,Senior Engineer,1/1/99
436697,Xinan,Sanella,Senior Engineer,1/1/99
436708,Gill,Jiafu,Senior Engineer,1/1/99
436714,Gill,Lores,Senior Engineer,1/1/99
436718,Poornachandra,Uchoa,Senior Engineer,1/1/99
436721,Fumiko,Ouhyoung,Staff,1/1/99
436731,Berni,Uhrig,Staff,1/1/99
436738,Shahaf,Rajcani,Senior Engineer,1/1/99
436746,Gadiel,Nooteboom,Senior Engineer,1/1/99
436756,Faiza,Peek,Staff,1/1/99
436757,Guiseppe,Lunt,Senior Engineer,1/1/99
436759,Utz,Brookner,Senior Engineer,1/1/99
436763,Froduald,Nollmann,Senior Engineer,1/1/99
436773,Shiv,Cooley,Senior Engineer,1/1/99
436812,Francesca,Katiyar,Staff,1/1/99
436817,Ferdinand,Birge,Staff,1/1/99
436818,Aleksandar,Hofting,Staff,1/1/99
436819,Moni,Vadhan,Senior Engineer,1/1/99
436822,Nahid,Yavatkar,Technique Leader,1/1/99
436823,Temple,Rosiles,Senior Staff,1/1/99
436833,Owen,Boyle,Engineer,1/1/99
436842,Tomofumi,Krzyzanowski,Senior Engineer,1/1/99
436858,Mayuri,Guenter,Engineer,1/1/99
436861,Sastry,Rettelbach,Senior Staff,1/1/99
436862,Marko,Peot,Technique Leader,1/1/99
436867,Junichi,Mitina,Assistant Engineer,1/1/99
436869,Billie,Barinka,Senior Engineer,1/1/99
436870,Supot,Birnbaum,Senior Engineer,1/1/99
436876,Yannik,Zwicker,Senior Engineer,1/1/99
436886,Martins,Benzmuller,Senior Engineer,1/1/99
436889,Yuguang,Birrer,Staff,1/1/99
436893,Duro,Perko,Engineer,1/1/99
436897,Shimshon,Gyorkos,Senior Engineer,1/1/99
436902,Sumali,Grospietsch,Technique Leader,1/1/99
436909,Yuriy,Standera,Senior Engineer,1/1/99
436913,Kauko,Luders,Senior Engineer,1/1/99
436927,Bogdan,Iisaka,Engineer,1/1/99
436935,Xiaobin,Gajiwala,Technique Leader,1/1/99
436939,Barun,Dulin,Senior Engineer,1/1/99
436942,Marsja,Bennis,Engineer,1/1/99
436944,Bedrich,Legleitner,Staff,1/1/99
436946,Apostol,Unno,Senior Staff,1/1/99
436957,Guenter,Nyanchama,Senior Engineer,1/1/99
436962,Youngkon,Muniz,Senior Engineer,1/1/99
436965,Falguni,Leijenhorst,Senior Engineer,1/1/99
436969,Jianhua,Olano,Senior Engineer,1/1/99
436981,Satoru,Champarnaud,Senior Engineer,1/1/99
436984,Pranav,Kowalchuk,Engineer,1/1/99
436990,KayLiang,Wielonsky,Senior Engineer,1/1/99
436991,Nikolaos,Ratnakar,Senior Engineer,1/1/99
436993,Ingmar,Backhouse,Senior Staff,1/1/99
436994,Rosella,Laurillard,Senior Engineer,1/1/99
437001,Moti,Motley,Staff,1/1/99
437006,Alselm,Krogh,Engineer,1/1/99
437011,Kerryn,Ranft,Staff,1/1/99
437015,Steen,Basart,Senior Engineer,1/1/99
437024,Ioana,Jullig,Senior Staff,1/1/99
437027,Kwee,Kumaresan,Engineer,1/1/99
437033,Gregory,Tsunoo,Senior Engineer,1/1/99
437036,Weiru,Pettis,Technique Leader,1/1/99
437040,Moss,Alameldin,Senior Engineer,1/1/99
437045,Bojan,Yamaashi,Senior Engineer,1/1/99
437057,Waiman,Munos,Engineer,1/1/99
437063,Kristina,Werthner,Staff,1/1/99
437064,Lakshmi,Emmerich,Senior Engineer,1/1/99
437074,Jiang,Falco,Engineer,1/1/99
437082,Hinrich,Cyne,Senior Engineer,1/1/99
437088,Tesuya,Rubsam,Assistant Engineer,1/1/99
437089,Taegyun,Kitsuregawa,Staff,1/1/99
437090,Zhiwei,Fortenbacher,Senior Engineer,1/1/99
437093,Otmar,Barvinok,Technique Leader,1/1/99
437096,Takushi,Krider,Engineer,1/1/99
437098,Alassane,Gaughan,Engineer,1/1/99
437101,Ramachenga,Birrer,Senior Staff,1/1/99
437103,Uno,Thimonier,Senior Engineer,1/1/99
437104,Yechezkel,Pramanik,Senior Engineer,1/1/99
437105,Shigehiro,Slobodova,Senior Engineer,1/1/99
437120,Valeri,Tagansky,Technique Leader,1/1/99
437121,Divine,Rehfuss,Senior Engineer,1/1/99
437123,Prodip,Shimshoni,Senior Engineer,1/1/99
437129,Shuho,Suessmith,Senior Engineer,1/1/99
437131,Duke,Veccia,Senior Staff,1/1/99
437137,Xiaoqiu,Lunn,Senior Staff,1/1/99
437138,Srinidhi,Hennebert,Senior Engineer,1/1/99
437148,Elvis,Sambasivam,Senior Engineer,1/1/99
437152,Kazuhito,Suppi,Staff,1/1/99
437157,Aiman,Peres,Senior Engineer,1/1/99
437159,Munehiko,Ritzmann,Senior Engineer,1/1/99
437166,Gennady,Ariola,Senior Engineer,1/1/99
437178,Radhika,Suwa,Senior Engineer,1/1/99
437181,Hiroyasu,Stellhorn,Senior Engineer,1/1/99
437195,Uno,Hettesheimer,Senior Engineer,1/1/99
437201,Denny,McDermid,Staff,1/1/99
437202,Yuguang,Walstra,Senior Staff,1/1/99
437204,Sigeru,Welham,Senior Engineer,1/1/99
437205,Godehard,Panangaden,Senior Engineer,1/1/99
437209,Nishit,Pero,Staff,1/1/99
437216,Sachem,Slutz,Senior Engineer,1/1/99
437229,Mohit,Lorin,Senior Engineer,1/1/99
437233,Beshir,Stroustrup,Senior Engineer,1/1/99
437235,Phuoc,Herber,Assistant Engineer,1/1/99
437236,Remmert,Asrin,Staff,1/1/99
437250,Zengping,Ratzlaff,Senior Staff,1/1/99
437259,Atreye,Lally,Engineer,1/1/99
437262,DAIDA,Pramanik,Senior Engineer,1/1/99
437266,Mack,Biran,Engineer,1/1/99
437267,Seongbae,Dengi,Technique Leader,1/1/99
437271,Nikolaus,Beutelspacher,Senior Engineer,1/1/99
437273,Dannz,Gunderson,Engineer,1/1/99
437280,Khatoun,Khalil,Senior Engineer,1/1/99
437283,Sadun,Vuskovic,Engineer,1/1/99
437285,Yannik,Edelhoff,Senior Engineer,1/1/99
437289,Eirik,Makinen,Senior Engineer,1/1/99
437290,Fen,Wissmann,Senior Staff,1/1/99
437295,Shao,Solovay,Senior Staff,1/1/99
437309,Udi,Szilard,Senior Engineer,1/1/99
437316,Arun,Poujol,Senior Engineer,1/1/99
437324,Luisa,Seghrouchni,Staff,1/1/99
437329,Rasiah,Crooks,Staff,1/1/99
437337,Marko,Klassen,Staff,1/1/99
437342,Sibyl,Mandell,Engineer,1/1/99
437345,Mats,Badr,Staff,1/1/99
437348,Deborah,Emden,Senior Engineer,1/1/99
437354,Gully,Lanteri,Senior Engineer,1/1/99
437357,Oscal,Baar,Technique Leader,1/1/99
437370,Nahid,Flexer,Staff,1/1/99
437371,Arve,Preusig,Staff,1/1/99
437375,Uma,Vitiello,Engineer,1/1/99
437378,Doowon,Demian,Senior Engineer,1/1/99
437389,Miomir,Ranft,Senior Engineer,1/1/99
437390,Taiji,Oxman,Senior Staff,1/1/99
437394,Krister,Bouloucos,Senior Engineer,1/1/99
437405,Takahira,Nitta,Senior Engineer,1/1/99
437409,Emdad,Emmerich,Senior Engineer,1/1/99
437412,Shahab,Shinomoto,Senior Staff,1/1/99
437417,Adil,Gadepally,Senior Engineer,1/1/99
437419,Navid,Ishibashi,Senior Engineer,1/1/99
437421,Rayond,Edelhoff,Senior Engineer,1/1/99
437422,Naftaly,Plavsic,Senior Engineer,1/1/99
437426,Lillian,Lenart,Senior Staff,1/1/99
437428,Guoxiang,Shobatake,Senior Engineer,1/1/99
437429,Nadjib,Guerreiro,Staff,1/1/99
437430,Sanjoy,Ducloy,Senior Engineer,1/1/99
437432,Moto,Argence,Engineer,1/1/99
437436,Filipp,Badr,Technique Leader,1/1/99
437444,Ebru,Dratva,Engineer,1/1/99
437447,Kirk,Solares,Assistant Engineer,1/1/99
437452,Chuanti,Baez,Staff,1/1/99
437455,Nikolaos,Marwedel,Senior Engineer,1/1/99
437456,Wojceich,Ducloy,Senior Engineer,1/1/99
437470,Rasiah,Bouloucos,Assistant Engineer,1/1/99
437479,Niteen,Benantar,Senior Engineer,1/1/99
437484,Khun,Mellouli,Engineer,1/1/99
437494,Atilio,Usdin,Staff,1/1/99
437497,Zhensheng,Staudhammer,Engineer,1/1/99
437502,Naftali,Schreiter,Senior Engineer,1/1/99
437507,Hiroyasu,Stasinski,Senior Engineer,1/1/99
437519,Reinhard,Hockney,Senior Engineer,1/1/99
437523,Nahum,Vakili,Senior Engineer,1/1/99
437527,Supot,Axelband,Senior Staff,1/1/99
437528,Pranay,Luff,Senior Staff,1/1/99
437531,Shen,Bennis,Senior Engineer,1/1/99
437539,Owen,Fioravanti,Senior Engineer,1/1/99
437543,Vugranam,Ruemmler,Technique Leader,1/1/99
437545,Alassane,Leijenhorst,Senior Engineer,1/1/99
437546,Kenroku,Cunliffe,Senior Staff,1/1/99
437561,Diederik,Douceur,Staff,1/1/99
437566,Chuanyi,Landherr,Senior Engineer,1/1/99
437568,Martijn,Demos,Senior Engineer,1/1/99
437570,Shridhar,Hutter,Engineer,1/1/99
437571,Heeju,Velasco,Senior Engineer,1/1/99
437596,Lakshmi,Assaf,Senior Engineer,1/1/99
437598,Younwoo,Ratnaker,Senior Staff,1/1/99
437603,Poornachandra,Lemarechal,Senior Staff,1/1/99
437608,Marko,Montemayor,Senior Engineer,1/1/99
437614,Minghong,Hoogerwoord,Engineer,1/1/99
437620,Alenka,Crooks,Engineer,1/1/99
437625,Abdelaziz,Demos,Senior Engineer,1/1/99
437632,Zvonko,Gyorkos,Engineer,1/1/99
437635,Maya,Garnick,Senior Engineer,1/1/99
437639,Barun,Imataki,Senior Staff,1/1/99
437645,Satyanarayana,Norsworthy,Senior Engineer,1/1/99
437647,Roded,Boudaillier,Senior Engineer,1/1/99
437649,Jiafu,Muhling,Senior Staff,1/1/99
437675,Suzette,Takanami,Senior Engineer,1/1/99
437678,Val,Pocchiola,Senior Engineer,1/1/99
437679,Boutros,Linares,Senior Engineer,1/1/99
437682,Charmane,Vecchi,Staff,1/1/99
437685,Alassane,Leivant,Technique Leader,1/1/99
437689,Taizo,Pargas,Technique Leader,1/1/99
437691,Make,Sichman,Senior Engineer,1/1/99
437696,Shih,Flexer,Engineer,1/1/99
437698,Make,Murillo,Senior Staff,1/1/99
437706,Shen,Swick,Engineer,1/1/99
437712,Domenick,Angelopoulos,Senior Staff,1/1/99
437717,Christophe,Androutsos,Assistant Engineer,1/1/99
437737,Maja,Boyle,Senior Engineer,1/1/99
437768,Martial,Weedman,Senior Engineer,1/1/99
437779,Tooru,Adachi,Senior Staff,1/1/99
437785,Gennadi,Ghalwash,Engineer,1/1/99
437787,Bedir,Chelton,Senior Engineer,1/1/99
437794,Etsuo,Bage,Engineer,1/1/99
437804,Munehiko,Flanders,Senior Engineer,1/1/99
437811,Moti,Zeleznik,Senior Engineer,1/1/99
437815,Eberhardt,Cangellaris,Staff,1/1/99
437818,Fayez,Figueira,Staff,1/1/99
437824,Georg,Peral,Senior Engineer,1/1/99
437830,Bezalel,Plotkin,Senior Staff,1/1/99
437831,Gaetan,Sooriamurthi,Staff,1/1/99
437838,Shooichi,Swiler,Staff,1/1/99
437844,Marlo,Pero,Staff,1/1/99
437850,Ronnie,Vural,Senior Engineer,1/1/99
437852,Mingsen,Maliniak,Engineer,1/1/99
437854,Marco,Pargas,Engineer,1/1/99
437865,Pascal,Noriega,Senior Staff,1/1/99
437868,Lunjin,Ibel,Senior Engineer,1/1/99
437880,Teiji,Schapiro,Senior Engineer,1/1/99
437882,Salvador,Osgood,Senior Engineer,1/1/99
437883,Pantung,Kalafatis,Senior Engineer,1/1/99
437888,Xiaopeng,Thebaut,Staff,1/1/99
437890,Tianruo,Bazzichi,Senior Engineer,1/1/99
437892,Sushant,Lampe,Engineer,1/1/99
437895,Kristen,Kavanagh,Technique Leader,1/1/99
437905,Nikolaos,Melter,Technique Leader,1/1/99
437910,Padma,Dalphin,Staff,1/1/99
437915,Katsuo,Kroon,Technique Leader,1/1/99
437938,Lena,Staelin,Senior Engineer,1/1/99
437939,Nigel,Gyimothy,Assistant Engineer,1/1/99
437950,Irena,Salinas,Senior Engineer,1/1/99
437953,Leandro,Besselaar,Senior Engineer,1/1/99
437954,Mong,Sinitsyn,Staff,1/1/99
437955,Kristin,Matteis,Engineer,1/1/99
437977,Reinhard,Halloran,Senior Engineer,1/1/99
437991,Luisa,Kavanagh,Staff,1/1/99
438009,Augustine,Litvinov,Technique Leader,1/1/99
438010,Barna,Marsiglia,Senior Engineer,1/1/99
438029,Feiyu,Leaver,Senior Staff,1/1/99
438033,Ashish,Rosiles,Engineer,1/1/99
438035,Boguslaw,Koblitz,Staff,1/1/99
438040,Kauko,Pelz,Senior Staff,1/1/99
438050,Foong,Waterhouse,Engineer,1/1/99
438052,Beshir,Legleitner,Engineer,1/1/99
438054,Sariel,Stentiford,Senior Staff,1/1/99
438055,Jamaludin,Thorelli,Staff,1/1/99
438062,Pramod,Oxenboll,Staff,1/1/99
438065,Urs,Khalid,Engineer,1/1/99
438066,Marjo,Michaeli,Engineer,1/1/99
438084,Bangqing,Kemmerer,Senior Engineer,1/1/99
438085,Khun,Ponthieu,Senior Engineer,1/1/99
438095,Tomokazu,Levergood,Senior Engineer,1/1/99
438096,Szabolcs,Szilard,Engineer,1/1/99
438105,Shen,Montemayor,Senior Engineer,1/1/99
438109,Masato,Kadhim,Senior Staff,1/1/99
438110,Yurij,Srimani,Technique Leader,1/1/99
438113,Yuguang,Kamble,Staff,1/1/99
438126,Duke,Krichel,Senior Engineer,1/1/99
438142,Lucian,Veevers,Engineer,1/1/99
438150,Sanjeeva,Schlenzig,Senior Staff,1/1/99
438153,Fan,Akazan,Senior Engineer,1/1/99
438155,Arunachalam,Murtafg,Senior Staff,1/1/99
438160,Rayond,Pagter,Staff,1/1/99
438177,Tomofumi,Siprelle,Senior Staff,1/1/99
438181,Reinhold,Dalphin,Engineer,1/1/99
438190,Sandeepan,Jakobus,Senior Engineer,1/1/99
438193,Martial,Chandrasekhar,Senior Engineer,1/1/99
438200,Lalit,Kakkad,Staff,1/1/99
438205,Serap,Spieker,Staff,1/1/99
438208,Tadahiro,Ranze,Engineer,1/1/99
438212,Fatemeh,Luce,Engineer,1/1/99
438214,Lokesh,Tokunaga,Senior Engineer,1/1/99
438218,Divine,Gini,Senior Engineer,1/1/99
438223,Giri,Encarnacion,Technique Leader,1/1/99
438224,Valter,Benner,Senior Engineer,1/1/99
438235,Teiji,Pena,Senior Staff,1/1/99
438238,Tran,Breugel,Senior Engineer,1/1/99
438240,Yurii,Luce,Staff,1/1/99
438246,Syozo,Socorro,Senior Engineer,1/1/99
438253,IEEE,Crelier,Senior Engineer,1/1/99
438258,Arlette,Aumann,Technique Leader,1/1/99
438262,Giao,Pauthner,Senior Engineer,1/1/99
438263,Jiakeng,Munos,Engineer,1/1/99
438266,Marjo,Gecsei,Staff,1/1/99
438269,Percy,Castellani,Senior Engineer,1/1/99
438285,Alexius,Cooke,Assistant Engineer,1/1/99
438286,Chiradeep,Flexer,Engineer,1/1/99
438288,Kshitij,Riesenhuber,Engineer,1/1/99
438289,Kiyokazu,Collavizza,Staff,1/1/99
438292,Elliott,Pettey,Staff,1/1/99
438298,Elrique,Asrin,Senior Engineer,1/1/99
438307,Ingemar,Rubsam,Senior Engineer,1/1/99
438312,Menkae,Trachtenberg,Senior Engineer,1/1/99
438318,Saeed,Munawer,Staff,1/1/99
438325,Christophe,Hoppenstand,Senior Staff,1/1/99
438329,Byong,Iivonen,Staff,1/1/99
438330,Dinkar,Naumovich,Senior Engineer,1/1/99
438332,Poorav,Schaaf,Senior Engineer,1/1/99
438335,Richard,Kushner,Senior Engineer,1/1/99
438340,Remco,Asser,Engineer,1/1/99
438342,Koldo,Wynblatt,Senior Staff,1/1/99
438348,Radhia,Dymetman,Engineer,1/1/99
438366,Yechezkel,Gubsky,Senior Engineer,1/1/99
438369,Khedija,Jenevein,Senior Engineer,1/1/99
438371,Debatosh,Lamba,Senior Staff,1/1/99
438372,Youssef,Baak,Engineer,1/1/99
438375,Kwangyoen,Kulisch,Engineer,1/1/99
438390,Shridhar,Leppanen,Senior Engineer,1/1/99
438393,Nahid,Pero,Senior Engineer,1/1/99
438395,Freyja,Danlos,Staff,1/1/99
438405,Krassimir,Syang,Senior Staff,1/1/99
438406,Nakhoon,Linnainmaa,Engineer,1/1/99
438408,Sadegh,Genther,Senior Staff,1/1/99
438414,Dung,Lienhardt,Engineer,1/1/99
438422,Sedat,Baby,Senior Engineer,1/1/99
438429,Jiang,Zockler,Senior Engineer,1/1/99
438430,Sachio,Feinberg,Senior Engineer,1/1/99
438437,Adib,Kowalchuk,Senior Staff,1/1/99
438440,Kankanahalli,Hanratty,Senior Engineer,1/1/99
438441,Kiyokazu,Mahmud,Senior Engineer,1/1/99
438445,Stabislas,Sommer,Staff,1/1/99
438454,Duro,Caine,Senior Engineer,1/1/99
438455,Sachar,Speel,Senior Engineer,1/1/99
438472,Kamakshi,Felder,Senior Engineer,1/1/99
438473,Mart,Haldar,Senior Engineer,1/1/99
438474,Taiji,Restivo,Senior Staff,1/1/99
438489,Pragnesh,Schmiedel,Senior Engineer,1/1/99
438496,Dmitri,Argence,Technique Leader,1/1/99
438498,Adil,Brandsma,Staff,1/1/99
438505,Bluma,Anick,Staff,1/1/99
438506,Serif,Perelgut,Engineer,1/1/99
438508,Lihong,Bruckman,Senior Engineer,1/1/99
438514,Abdelaziz,McClure,Engineer,1/1/99
438517,Matt,Uhrig,Senior Engineer,1/1/99
438519,Kyoichi,Fortenbacher,Senior Engineer,1/1/99
438521,Khalil,Manderick,Engineer,1/1/99
438524,Mabry,Heystek,Senior Staff,1/1/99
438528,Bernt,Lowrie,Engineer,1/1/99
438529,Abdulla,Radivojevic,Senior Staff,1/1/99
438532,Gita,Holburn,Staff,1/1/99
438536,Jaideep,Snyers,Senior Engineer,1/1/99
438538,Sarita,Valtorta,Senior Engineer,1/1/99
438544,Faiza,Lukaszewicz,Senior Engineer,1/1/99
438553,Shakhar,Einsfeld,Senior Engineer,1/1/99
438563,Berni,DasSarma,Senior Staff,1/1/99
438570,Chikako,Androutsos,Senior Engineer,1/1/99
438572,Yechezkel,Heuter,Senior Engineer,1/1/99
438578,Xiaobin,Ruther,Senior Engineer,1/1/99
438579,Mang,Czaja,Staff,1/1/99
438583,Tiina,Hambrick,Senior Engineer,1/1/99
438584,Sangeeta,Pero,Senior Staff,1/1/99
438596,Barun,Gelosh,Staff,1/1/99
438604,Ramzi,Coullard,Technique Leader,1/1/99
438608,Patricio,Lemarechal,Senior Engineer,1/1/99
438616,Ramya,Ciolek,Staff,1/1/99
438619,Chiranjit,Sichman,Staff,1/1/99
438627,Eric,Comyn,Senior Engineer,1/1/99
438641,Katsuyuki,Brobst,Senior Engineer,1/1/99
438647,Itzchak,Driscoll,Senior Engineer,1/1/99
438648,Arumugam,Manderick,Senior Engineer,1/1/99
438657,Baziley,Bernatsky,Technique Leader,1/1/99
438658,Srinidhi,Bojadziev,Senior Engineer,1/1/99
438666,Udaiprakash,Morrey,Staff,1/1/99
438672,Phuoc,Murillo,Senior Engineer,1/1/99
438681,Roddy,Yeung,Staff,1/1/99
438685,Zhanqiu,Baumann,Senior Engineer,1/1/99
438693,Rildo,Solares,Senior Engineer,1/1/99
438703,Mohd,Remmers,Senior Staff,1/1/99
438704,Danai,Godskesen,Senior Engineer,1/1/99
438707,Valeri,Albarhamtoshy,Staff,1/1/99
438716,Marin,Schmiedel,Senior Staff,1/1/99
438721,Tsz,Spell,Engineer,1/1/99
438724,Eric,Puppe,Technique Leader,1/1/99
438726,Ewing,Serov,Staff,1/1/99
438728,Zhanqiu,Gente,Staff,1/1/99
438731,Odysseas,Mitzlaff,Senior Engineer,1/1/99
438733,Gil,Schmittgen,Senior Engineer,1/1/99
438737,Heping,Syrotiuk,Senior Engineer,1/1/99
438747,Xinglin,Bolotov,Senior Engineer,1/1/99
438748,Jeong,Selvestrel,Staff,1/1/99
438759,Khosrow,Montemayor,Engineer,1/1/99
438771,Basim,Barreiro,Senior Staff,1/1/99
438776,Taizo,Nishimukai,Staff,1/1/99
438781,Kiyokazu,Thambidurai,Senior Engineer,1/1/99
438784,Conrado,Conry,Staff,1/1/99
438787,Tomofumi,Wrigley,Senior Engineer,1/1/99
438792,Rasiah,Kawashimo,Engineer,1/1/99
438799,Peer,Dengi,Senior Staff,1/1/99
438805,Eirik,Lalonde,Senior Engineer,1/1/99
438807,Arra,Chaudhuri,Engineer,1/1/99
438808,Marsja,Serna,Senior Engineer,1/1/99
438823,Goa,Murillo,Senior Engineer,1/1/99
438835,Constantijn,Penz,Senior Engineer,1/1/99
438840,Moto,Honiden,Senior Engineer,1/1/99
438843,Luerbio,Lowrie,Senior Engineer,1/1/99
438848,Vishv,Marchesini,Senior Engineer,1/1/99
438856,Sanjiv,Gronowski,Senior Engineer,1/1/99
438861,Kwun,McFarlan,Engineer,1/1/99
438862,Angus,Vrecion,Senior Engineer,1/1/99
438866,Teunis,Harnett,Engineer,1/1/99
438870,Szabolcs,Cromarty,Technique Leader,1/1/99
438871,Lein,Pettit,Senior Engineer,1/1/99
438872,Miquel,Boudaillier,Senior Engineer,1/1/99
438876,Manton,Anguita,Senior Engineer,1/1/99
438883,Renee,Kisuki,Senior Engineer,1/1/99
438897,Keung,Orsini,Senior Engineer,1/1/99
438907,Manibrata,Ecklund,Technique Leader,1/1/99
438909,Kish,Smailagic,Senior Engineer,1/1/99
438919,Zeljko,Heping,Technique Leader,1/1/99
438922,Woody,Heijenga,Engineer,1/1/99
438923,Shahar,Miake,Engineer,1/1/99
438924,Frederique,Milicia,Senior Staff,1/1/99
438930,Luerbio,Murtagh,Senior Engineer,1/1/99
438931,Shigenori,Vandervoorde,Senior Engineer,1/1/99
438932,Atreyi,Coorg,Senior Engineer,1/1/99
438937,Shaowei,Yoshimura,Senior Engineer,1/1/99
438946,Lihong,Mitzlaff,Senior Engineer,1/1/99
438960,Weiwu,Herber,Engineer,1/1/99
438962,Jinxi,Randi,Senior Engineer,1/1/99
438986,Kousuke,Velasco,Senior Engineer,1/1/99
438999,Juichirou,Daescu,Staff,1/1/99
439000,Shin,Conry,Engineer,1/1/99
439011,Jiang,Rubsam,Staff,1/1/99
439015,Jolita,Gadepally,Senior Engineer,1/1/99
439017,Masami,Eastman,Senior Staff,1/1/99
439027,Munir,Riexinger,Staff,1/1/99
439033,Mechthild,Taubenfeld,Senior Engineer,1/1/99
439036,Harngdar,Papsdorf,Senior Engineer,1/1/99
439039,Cedric,Ullian,Senior Engineer,1/1/99
439043,Domenico,Weiland,Senior Engineer,1/1/99
439045,Eldridge,Wiegley,Senior Engineer,1/1/99
439049,Tsuneo,Masada,Engineer,1/1/99
439054,Rosalie,Varker,Senior Engineer,1/1/99
439062,Dhritiman,Streng,Staff,1/1/99
439064,Khalil,Rodham,Staff,1/1/99
439067,Minghong,Munke,Senior Engineer,1/1/99
439091,Lijia,Kumaresan,Senior Engineer,1/1/99
439094,Lunjin,Pauthner,Engineer,1/1/99
439102,Kazuhito,Garigliano,Senior Engineer,1/1/99
439103,Tianruo,Baer,Senior Staff,1/1/99
439106,Guiseppe,Nivat,Staff,1/1/99
439108,Huiqun,Kawashima,Technique Leader,1/1/99
439115,Pohua,Backhouse,Senior Engineer,1/1/99
439116,Isaac,Perez,Senior Engineer,1/1/99
439121,Mari,Birsak,Senior Engineer,1/1/99
439123,Sham,Heinisuo,Engineer,1/1/99
439129,Kauko,Birnbaum,Staff,1/1/99
439140,Chaosheng,Kumaresan,Senior Engineer,1/1/99
439147,Ebbe,Chiola,Senior Engineer,1/1/99
439151,Jenwei,Aloia,Senior Engineer,1/1/99
439152,Guadalupe,Heemskerk,Senior Engineer,1/1/99
439156,Kenroku,Bala,Senior Engineer,1/1/99
439162,Christophe,Rahier,Senior Engineer,1/1/99
439164,Cristinel,Takkinen,Engineer,1/1/99
439169,Jaana,Streng,Senior Engineer,1/1/99
439179,Yurii,Lanteri,Senior Staff,1/1/99
439180,Josyula,Fujisaki,Engineer,1/1/99
439185,Rosalyn,Yurek,Senior Staff,1/1/99
439195,Goncalo,Selenyi,Senior Engineer,1/1/99
439197,Gritta,Henders,Staff,1/1/99
